time,side,entry,exit,profit_pct,reason
2025-11-08 00:29:59.999000+00:00,LONG,102847.88,103079.01,0.2247299604036467,Trailing hit 103189.94
2025-11-09 00:29:59.999000+00:00,LONG,102429.74,101702.12,-0.7103600965891448,SL hit 102017.73
2025-11-09 12:59:59.999000+00:00,LONG,102327.48,101935.31,-0.383249934426215,SL hit 101958.31
2025-11-10 00:44:59.999000+00:00,LONG,102398.46,105732.04,3.255498178390561,EoP
